id	strain	ok	call.rate
5853	B6.A-15 BC1	231	0.982978723
5854	B6.A-15 BC1	229	0.974468085
5855	B6.A-15 BC1	46	0.195744681
5856	B6.A-15 BC1	233	0.991489362
5857	B6.A-15 BC1	229	0.974468085
5859	B6.A-15 BC1	226	0.961702128
5860	B6.A-19 BC1	230	0.978723404
5862	B6.A-19 BC1	231	0.982978723
5863	B6.A-17 BC1	231	0.982978723
5866	B6.A-17 BC1	232	0.987234043
5867	B6.A-19 BC1	225	0.957446809
5870	B6.A-19 BC1	228	0.970212766
5874	B6.A-17 BC1	227	0.965957447
5875	B6.A-17 BC1	225	0.957446809
5878	B6.A-19 BC1	230	0.978723404
5879	B6.A-19 BC1	229	0.974468085
5880	B6.A-19 BC1	226	0.961702128
5881	B6.A-19 BC1	227	0.965957447
5883	B6.A-15 BC1	231	0.982978723
5887	B6.A-17 BC1	229	0.974468085
5890	B6.A-17 BC1	229	0.974468085
5895	B6.A-19 BC1	229	0.974468085
5897	B6.A-15 BC1	226	0.961702128
5901	B6.A-17 BC1	224	0.953191489
5902	B6.A-17 BC1	229	0.974468085
5904	B6.A-17 BC1	230	0.978723404
5905	B6.A-17 BC1	230	0.978723404
5908	B6.A-15 BC1	231	0.982978723
5911	B6.A-15 BC1	227	0.965957447
5912	B6.A-15 BC1	228	0.970212766
5913	B6.A-15 BC1	188	0.8
5914	B6.A-17 BC1	228	0.970212766
5917	B6.A-19 BC1	229	0.974468085
5918	B6.A-17 BC1	219	0.931914894
5921	B6.A-17 BC1	227	0.965957447
5924	B6.A-19 BC1	220	0.936170213
5925	B6.A-19 BC1	226	0.961702128
5939	B6.A-17 BC1	231	0.982978723
5940	B6.A-17 BC1	224	0.953191489
5941	B6.A-17 BC1	230	0.978723404
5942	B6.A-19 BC1	188	0.8
5944	B6.A-17 BC1	227	0.965957447
5946	B6.A-15 BC1	22	0.093617021
5952	B6.A-15 BC1	232	0.987234043
5960	B6.A-17 BC1	188	0.8
5961	B6.A-17 BC1	225	0.957446809
5962	B6.A-17 BC1	229	0.974468085
5963	B6.A-17 BC1	230	0.978723404
5964	B6.A-19 BC1	224	0.953191489
5965	B6.A-19 BC1	229	0.974468085
5976	B6.A-15 BC1	228	0.970212766
5984	B6.A-19 BC1	230	0.978723404
5985	B6.A-19 BC1	169	0.719148936
6001	B6.A-19 BC1	230	0.978723404
6003	B6.A-19 BC1	224	0.953191489
6004	B6.A-19 BC1	229	0.974468085
6005	B6.A-19 BC1	32	0.136170213
6006	B6.A-19 BC1	211	0.89787234
6008	B6.A-19 BC1	227	0.965957447
6018	B6.A-15 BC1	222	0.944680851
6019	B6.A-15 BC1	226	0.961702128
6021	B6.A-17 BC1	228	0.970212766
6022	B6.A-17 BC1	225	0.957446809
6023	B6.A-17 BC1	222	0.944680851
6026	B6.A-17 BC1	226	0.961702128
6027	B6.A-17 BC1	226	0.961702128
6029	B6.A-19 BC1	231	0.982978723
6032	B6.A-15 BC1	230	0.978723404
6033	B6.A-15 BC1	227	0.965957447
6035	B6.A-19 BC1	229	0.974468085
6036	B6.A-19 BC1	225	0.957446809
6037	B6.A-19 BC1	229	0.974468085
6040	B6.A-15 BC1	229	0.974468085
6041	B6.A-17 BC1	224	0.953191489
6042	B6.A-17 BC1	226	0.961702128
6043	B6.A-17 BC1	228	0.970212766
6046	B6.A-19 BC1	228	0.970212766
6047	B6.A-17 BC1	228	0.970212766
6048	B6.A-17	226	0.961702128
6049	B6.A-17	228	0.970212766
6050	B6.A-17	229	0.974468085
6055	B6.A-15 BC1	210	0.893617021
6056	B6.A-15 BC1	222	0.944680851
6060	B6.A-17 BC1	228	0.970212766
6061	B6.A-17 BC1	227	0.965957447
6062	B6.A-17 BC1	227	0.965957447
6065	B6.A-19 BC1	227	0.965957447
6066	B6.A-19 BC1	223	0.94893617
6078	B6.A-19 BC1	229	0.974468085
6079	B6.A-19 BC1	188	0.8
6085	B6.A-19 BC1	227	0.965957447
6086	B6.A-19 BC1	229	0.974468085
6100	B6.A-19 BC1	227	0.965957447
6106	B6.A-19 BC1	230	0.978723404
6108	B6.A-15 BC1	229	0.974468085
6109	B6.A-15 BC1	227	0.965957447
6110	B6.A-15 BC1	227	0.965957447
6112	B6.A-15 BC1	228	0.970212766
6114	B6.A-19 BC1	226	0.961702128
6116	B6.A-19 BC1	227	0.965957447
6117	B6.A-19 BC1	227	0.965957447
6122	B6.A-19	225	0.957446809
6124	B6.A-19 BC1	224	0.953191489
6125	B6.A-19 BC1	232	0.987234043
6129	B6.A-19 BC1	216	0.919148936
6133	B6.A-17 BC1	231	0.982978723
6135	B6.A-17 BC1	177	0.753191489
6136	B6.A-17 BC1	227	0.965957447
6137	B6.A-15 BC1	230	0.978723404
6138	B6.A-15 BC1	227	0.965957447
6139	B6.A-15 BC1	231	0.982978723
6140	B6.A-15 BC1	230	0.978723404
6142	B6.A-15 BC1	229	0.974468085
6143	B6.A-15 BC1	227	0.965957447
6144	B6.A-15 BC1	229	0.974468085
6145	B6.A-15 BC1	229	0.974468085
6146	B6.A-15 BC1	220	0.936170213
6147	B6.A-15 BC1	218	0.927659574
6148	B6.A-15 BC1	182	0.774468085
6153	B6.A-17 BC1	226	0.961702128
6154	B6.A-17 BC1	227	0.965957447
6162	B6.A-19 BC1	229	0.974468085
6163	B6.A-19 BC1	223	0.94893617
6164	B6.A-19 BC1	230	0.978723404
6165	B6.A-19 BC1	228	0.970212766
6168	B6.A-19 BC1	225	0.957446809
6170	B6.A-15 BC1	231	0.982978723
6171	B6.A-15 BC1	231	0.982978723
6172	B6.A-15 BC1	224	0.953191489
6173	B6.A-15 BC1	228	0.970212766
6174	B6.A-15 BC1	228	0.970212766
6175	B6.A-15 BC1	230	0.978723404
6177	B6.A-15 BC1	221	0.940425532
6180	B6.A-19 BC1	231	0.982978723
6182	B6.A-19 BC1	212	0.90212766
6183	B6.A-17 BC1	230	0.978723404
6184	B6.A-17 BC1	229	0.974468085
6185	B6.A-17 BC1	225	0.957446809
6186	B6.A-17 BC1	227	0.965957447
6195	B6.A-15 BC1	229	0.974468085
6196	B6.A-15 BC1	228	0.970212766
6198	B6.A-15 BC1	229	0.974468085
6199	B6.A-15 BC1	227	0.965957447
6202	B6.A-17 BC1	229	0.974468085
6203	B6.A-17 BC1	225	0.957446809
6206	B6.A-15 BC1	227	0.965957447
6207	B6.A-15 BC1	225	0.957446809
6208	B6.A-15 BC1	228	0.970212766
6211	B6.A-15 BC1	220	0.936170213
6212	B6.A-15 BC1	230	0.978723404
6213	B6.A-15 BC1	228	0.970212766
6214	B6.A-15 BC1	226	0.961702128
6215	B6.A-15 BC1	227	0.965957447
6217	B6.A-19 BC1	226	0.961702128
6218	B6.A-19 BC1	180	0.765957447
6220	B6.A-19 BC1	227	0.965957447
6221	B6.A-19 BC1	225	0.957446809
6222	B6.A-19 BC1	227	0.965957447
6224	B6.A-19 BC1	228	0.970212766
6226	B6.A-17 BC1	224	0.953191489
6228	B6.A-17 BC1	229	0.974468085
6229	B6.A-17 BC1	225	0.957446809
6235	B6.A-15 BC1	230	0.978723404
6237	B6.A-15 BC1	220	0.936170213
6242	B6.A-17 BC1	229	0.974468085
6244	B6.A-17 BC1	228	0.970212766
6247	B6.A-15 BC1	229	0.974468085
6253	B6.A-17 BC1	223	0.94893617
6254	B6.A-17 BC1	228	0.970212766
6257	B6.A-17 BC1	231	0.982978723
6258	B6.A-15 F1	225	0.957446809
6259	B6.A-15 F1	224	0.953191489
6264	B6.A-15 BC1	223	0.94893617
6265	B6.A-15 BC1	226	0.961702128
6266	B6.A-15 BC1	225	0.957446809
6268	B6.A-X	228	0.970212766
6270	B6.A-15 BC1	228	0.970212766
6271	B6.A-15 BC1	220	0.936170213
6277	B6.A-19 BC1	227	0.965957447
6284	B6.A-X	182	0.774468085
6286	B6.A-19 BC1	228	0.970212766
6288	B6.A-15 BC1	182	0.774468085
6291	B6.A-15 BC1	227	0.965957447
6292	B6.A-15 BC1	229	0.974468085
6295	B6.A-17 BC1	225	0.957446809
6297	B6.A-17 BC1	230	0.978723404
6298	B6.A-17 BC1	230	0.978723404
6300	B6.A-19 BC1	230	0.978723404
6301	B6.A-15 BC1	226	0.961702128
6302	B6.A-15 BC1	210	0.893617021
6308	B6.A-15 BC1	225	0.957446809
6309	B6.A-15 BC1	229	0.974468085
6314	B6.A-19 BC1	230	0.978723404
6315	B6.A-19 BC1	230	0.978723404
6317	B6.A-19 BC1	227	0.965957447
6318	B6.A-19 BC1	230	0.978723404
6320	B6.A-19 BC1	181	0.770212766
6322	B6.A-17 BC1	231	0.982978723
6323	B6.A-17 BC1	225	0.957446809
6324	B6.A-17 BC1	222	0.944680851
6327	B6.A-15 BC1	231	0.982978723
6328	B6.A-15 BC1	228	0.970212766
6329	B6.A-15 BC1	225	0.957446809
6330	B6.A-17 F1	227	0.965957447
6335	B6.A-17 BC1	231	0.982978723
6336	B6.A-17 BC1	182	0.774468085
6337	B6.A-17 BC1	228	0.970212766
6338	B6.A-17 BC1	228	0.970212766
6339	B6.A-17 BC1	226	0.961702128
6340	B6.A-17 BC1	231	0.982978723
6342	B6.A-17 BC1	229	0.974468085
6348	B6.A-19 BC1	230	0.978723404
6349	B6.A-19 BC1	231	0.982978723
6352	B6.A-19 BC1	227	0.965957447
6353	B6.A-19 BC1	226	0.961702128
6357	B6.A-15 BC1	224	0.953191489
6361	B6.A-19 BC1	228	0.970212766
6362	B6.A-19 BC1	226	0.961702128
6375	B6.A-15 BC1	228	0.970212766
6376	B6.A-15 BC1	228	0.970212766
6377	B6.A-15 BC1	224	0.953191489
6378	B6.A-15 BC1	230	0.978723404
6382	B6.A-17 BC1	231	0.982978723
6383	B6.A-17 BC1	225	0.957446809
6391	B6.A-19 BC1	226	0.961702128
6393	B6.A-17 BC1	226	0.961702128
6395	B6.A-17 BC1	225	0.957446809
6400	B6.A-17 BC1	226	0.961702128
6408	B6.A-19 BC1	229	0.974468085
6409	B6.A-19 BC1	227	0.965957447
6412	B6.A-19 BC1	227	0.965957447
6413	B6.A-19 BC1	229	0.974468085
6414	B6.A-19 BC1	225	0.957446809
