id,strain,sire,dam,date.crossed,date.plug,sac,embryo.age,right.horn,left.horn,dead,horn,order,tod,placenta,embryo.wt,sex,non.recombinant.genotype,n.markers.ok,genotype.call.rate,comments
865,B6.A-15 BC1,3509,6972,2012-03-11,2012-11-24,2012-12-07,14,7,2,0,i,3,11:34:00,0.042,0.141,F,recombinant,229,0.9463,
866,B6.A-15 BC1,3509,6972,2012-03-11,2012-11-24,2012-12-07,14,7,2,0,i,4,11:38:00,0.053,0.132,M,recombinant,236,0.9752,
867,B6.A-15 BC1,3509,6972,2012-03-11,2012-11-24,2012-12-07,14,7,2,0,i,5,11:43:00,0.057,0.133,F,B6/A,183,0.7562,
868,B6.A-15 BC1,3509,6972,2012-03-11,2012-11-24,2012-12-07,14,7,2,0,i,6,11:47:00,0.053,0.143,F,recombinant,231,0.9545,
869,B6.A-15 BC1,3509,6972,2012-03-11,2012-11-24,2012-12-07,14,7,2,0,i,7,11:51:00,0.048,0.108,F,recombinant,187,0.7727,
870,B6.A-15 BC1,3509,6972,2012-03-11,2012-11-24,2012-12-07,14,7,2,0,i,8,11:55:00,0.063,0.146,F,B6/B6,234,0.9669,
871,B6.A-15 BC1,3509,6972,2012-03-11,2012-11-24,2012-12-07,14,7,2,0,i,9,12:00:00,0.063,0.155,M,recombinant,232,0.9587,
872,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,d,1,12:09:00,0.075,0.138,M,B6/B6,237,0.9793,tag : 6803
873,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,d,2,12:14:00,0.061,0.133,M,B6/B6,238,0.9835,
874,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,d,3,12:18:00,0.049,0.112,F,B6/A,226,0.9339,
875,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,i,4,12:23:00,0.055,0.123,F,recombinant,228,0.9421,
876,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,i,5,12:27:00,0.049,0.136,F,recombinant,231,0.9545,
877,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,i,6,12:30:00,0.073,0.135,F,B6/B6,231,0.9545,
878,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,i,7,12:35:00,0.066,0.13,F,B6/B6,234,0.9669,
879,B6.A-15 BC1,453,6903,10/31/2012,2012-11-24,2012-12-07,14,5,3,0,i,8,12:40:00,0.055,0.132,F,B6/B6,233,0.9628,
880,B6.A-15 BC1,5081,6985,2012-04-11,2012-11-24,2012-12-07,14,5,1,0,i,1,12:01:00,0.051,0.122,F,recombinant,235,0.9711,
881,B6.A-15 BC1,5081,6985,2012-04-11,2012-11-24,2012-12-07,14,5,1,0,i,2,12:07:00,0.072,0.116,F,recombinant,231,0.9545,
882,B6.A-15 BC1,5081,6985,2012-04-11,2012-11-24,2012-12-07,14,5,1,0,i,3,12:11:00,0.055,0.122,M,recombinant,238,0.9835,
883,B6.A-15 BC1,5081,6985,2012-04-11,2012-11-24,2012-12-07,14,5,1,0,i,4,12:16:00,0.07,0.115,M,B6/A,236,0.9752,
884,B6.A-15 BC1,5081,6985,2012-04-11,2012-11-24,2012-12-07,14,5,1,0,i,5,12:20:00,0.08,0.121,M,B6/B6,235,0.9711,
